TIME("invert","done") = 1.090 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.722 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.095 secs
TIME("writing propagator","done") = 0.020 secs
TIME("stochastic oet contract timer","done") = 419.976 secs
TIME("invert","done") = 0.684 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.083 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.884 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.114 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.892 secs
TIME("writing propagator","done") = 0.018 secs
TIME("invert","done") = 1.111 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.878 secs
TIME("writing propagator","done") = 0.018 secs
TIME("invert","done") = 1.088 secs
TIME("writing propagator","done") = 0.027 secs
TIME("invert","done") = 1.003 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.049 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.962 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.091 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.093 secs
TIME("writing propagator","done") = 0.016 secs
TIME("invert","done") = 0.678 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.908 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.033 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.001 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.897 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.049 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.880 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.883 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.911 secs
TIME("writing propagator","done") = 0.021 secs
TIME("invert","done") = 0.978 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.820 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.798 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.084 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.842 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.849 secs
TIME("writing propagator","done") = 0.017 secs
TIME("invert","done") = 0.963 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.950 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.969 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.923 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.082 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.873 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.989 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.080 secs
TIME("writing propagator","done") = 0.021 secs
TIME("invert","done") = 1.073 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.810 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.011 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.922 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.915 secs
TIME("writing propagator","done") = 0.018 secs
TIME("invert","done") = 1.087 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.843 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.068 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.994 secs
TIME("writing propagator","done") = 0.035 secs
TIME("invert","done") = 1.197 secs
TIME("writing propagator","done") = 0.025 secs
TIME("invert","done") = 0.916 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.290 secs
TIME("writing propagator","done") = 0.035 secs
TIME("invert","done") = 1.184 secs
TIME("writing propagator","done") = 0.041 secs
TIME("invert","done") = 1.127 secs
TIME("writing propagator","done") = 0.021 secs
TIME("invert","done") = 1.085 secs
TIME("writing propagator","done") = 0.017 secs
TIME("invert","done") = 1.122 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.070 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.796 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.051 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.843 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.834 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.138 secs
TIME("writing propagator","done") = 0.022 secs
TIME("invert","done") = 0.865 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.882 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.133 secs
TIME("writing propagator","done") = 0.023 secs
TIME("invert","done") = 0.778 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.108 secs
TIME("writing propagator","done") = 0.021 secs
TIME("invert","done") = 0.960 secs
TIME("writing propagator","done") = 0.019 secs
TIME("stochastic oet contract timer","done") = 409.677 secs
TIME("total time","done") = 6298.616 secs
